ProcessID,HaplotypeID
NBTRI119-08,Psilotreta indecisa_2[30]NB
NBTRI097-08,Psilotreta indecisa_2[30]NB
NBTRI114-08,Psilotreta indecisa_2[30]NB
NBTRI111-08,Psilotreta indecisa_2[30]NB
NBTRI102-08,Psilotreta indecisa_2[30]NB
NBCAD252-08,Psilotreta indecisa_2[30]NB
NBCAD259-08,Psilotreta indecisa_2[30]NB
NBCAD240-08,Psilotreta indecisa_2[30]NB
NBTRI112-08,Psilotreta indecisa_2[30]NB
NBCAD239-08,Psilotreta indecisa_3[5]NB
NBCAD238-08,Psilotreta indecisa_3[5]NB
NBCAD177-08,Psilotreta indecisa_3[5]NB
NBCAD113-08,Psilotreta indecisa_3[5]NB
NBCAD098-08,Psilotreta indecisa_3[5]NB
NBCAD121-08,Psilotreta indecisa_4[3]NB
NBCAD760-08,Psilotreta indecisa_4[3]NB
NBCAD756-08,Psilotreta indecisa_4[3]NB
NBCAD109-08,Psilotreta indecisa_5[3]NB
NBCAD225-08,Psilotreta indecisa_5[3]NB
NBCAD213-08,Psilotreta indecisa_5[3]NB
NBTRI113-08,Psilotreta indecisa_6[3]NB
NBCAD763-08,Psilotreta indecisa_6[3]NB
NBCAD160-08,Psilotreta indecisa_6[3]NB
NBCAD758-08,Psilotreta indecisa_7[2]NB
NBCAD255-08,Psilotreta indecisa_7[2]NB
NBCAD242-08,Psilotreta indecisa_8[2]NB
NBCAD127-08,Psilotreta indecisa_8[2]NB
NBCAD111-08,Psilotreta indecisa_9[2]NB
NBCAD097-08,Psilotreta indecisa_9[2]NB
NBTRI887-08,Psilotreta indecisa_10[2]NB
NBCAD759-08,Psilotreta indecisa_10[2]NB
NBCAD742-08,Psilotreta indecisa_11[1]NB
NBCAD192-08,Psilotreta indecisa_12[1]NB
NBCAD095-08,Psilotreta indecisa_13[1]NB
NBCAD120-08,Psilotreta indecisa_14[1]NB
NBCAD196-08,Psilotreta indecisa_15[1]NB
NBCAD136-08,Psilotreta indecisa_16[1]NB
NBCAD164-08,Psilotreta indecisa_17[1]NB
NBTRI326-08,Psilotreta indecisa_18[1]NB
NBCAD173-08,Psilotreta indecisa_19[1]NB
NBTRI474-08,Psilotreta indecisa_20[1]NB
KKCAD366-07,Petrothrincus triangularis_1[1]Western Cape
KKUMN019-10,Contulma spinosa_1[1]Zamora Chinchipe
UMNEB588-08,Psilotreta labida_1[3]NJ|NY
OFCAD834-08,Psilotreta labida_1[3]NJ|NY
OFCAD835-08,Psilotreta labida_1[3]NJ|NY
OFCAD831-08,Psilotreta labida_2[2]VA
OFCAD833-08,Psilotreta labida_2[2]VA
MDA437-08,Psilotreta labida_3[1]VA
MDA601-08,Psilotreta labida_4[1]MD
MDA600-08,Psilotreta labida_5[1]MD
OFCAD832-08,Psilotreta labida_6[1]VA
UMNEB589-08,Psilotreta labida_7[1]NJ
HMKKT696-10,Odontocerum lusitanicum_1[1]Portugal
UMNEB628-08,Mystacopsyche longipilosa_1[1]Biobio
KJCAD012-09,Antipodoecia turneri_1[1]Queensland
SMCAD489-07,Psilotreta sp._1[2]NC
SMCAD487-07,Psilotreta sp._1[2]NC
SMCAD488-07,Psilotreta sp._2[1]NC
SMCAD490-07,Psilotreta sp._3[1]NC
DRCAD231-09,Nerophilus californicus_1[1]OR
AVMTT038-09,Leptocerus americanus_1[1]Quebec
HMCAD624-09,Beraea maura_1[1]Piedmont
LTUT350-11,Marilia bola_1[2]Australia.New South Wales
