ProcessID,HaplotypeID
GSEPT049-09,Neophylax fuscus_14[1]ON
NECAD104-08,Goera townesi_1[3]AL
NECAD103-08,Goera townesi_1[3]AL
NECAD102-08,Goera townesi_1[3]AL
HMKKT994-11,Apataniana pamirensis_1[1]Kyrgyzstan
TRIFI053-08,Apatania muliebris_1[5]Denmark|Finland
TRIFI054-08,Apatania muliebris_1[5]Denmark|Finland
DMCAD005-08,Apatania muliebris_1[5]Denmark|Finland
DMCAD004-08,Apatania muliebris_1[5]Denmark|Finland
DMCAD003-08,Apatania muliebris_1[5]Denmark|Finland
HGCAD095-10,Apatania muliebris_2[4]Germany|Hungary
HGCAD094-10,Apatania muliebris_2[4]Germany|Hungary
HGCAD093-10,Apatania muliebris_2[4]Germany|Hungary
FBAQU380-09,Apatania muliebris_2[4]Germany|Hungary
DMCAD002-08,Apatania muliebris_3[2]Denmark
DMCAD001-08,Apatania muliebris_3[2]Denmark
TRIFI078-08,Apatania muliebris_4[1]Finland
DRCAD166-09,Allomyia DR sp. 2_1[1]WA
DRCAD169-09,Allomyia DR sp. 3_1[3]UT
DRCAD168-09,Allomyia DR sp. 3_1[3]UT
DRCAD170-09,Allomyia DR sp. 3_1[3]UT
CSUTR023-10,Neophylax consimilis_1[2]NY
CSUTR021-10,Neophylax consimilis_1[2]NY
NECAD508-08,Neophylax consimilis_2[2]VA
NECAD507-08,Neophylax consimilis_2[2]VA
SMCAD120-07,Neophylax consimilis_3[1]NC
CSUTR022-10,Neophylax consimilis_4[1]NY
PKCAD176-07,Neophylax consimilis_5[1]TN
NECAD500-08,Neophylax aniqua_1[1]PA
NECAD498-08,Neophylax aniqua_2[1]PA
NECAD497-08,Neophylax aniqua_3[1]TN
PKCAD829-08,Neophylax aniqua_4[1]KY
KKCAD210-07,Goerita semata_1[2]MT|NC
CNCAD479-07,Goerita semata_1[2]MT|NC
PKCAD236-07,Goerita semata_2[1]NC
DRCAD235-09,Farula praelonga_1[1]CA
DRCAD233-09,Farula praelonga_2[1]CA
FBAQU253-09,Apatania fimbriata_1[1]Germany
NBTRI882-08,Goera calcarata_1[84]NB
NBTRI878-08,Goera calcarata_1[84]NB
NBTRI875-08,Goera calcarata_1[84]NB
NBTRI865-08,Goera calcarata_1[84]NB
NBTRI864-08,Goera calcarata_1[84]NB
NBTRI856-08,Goera calcarata_1[84]NB
NBTRI847-08,Goera calcarata_1[84]NB
NBTRI846-08,Goera calcarata_1[84]NB
NBTRI843-08,Goera calcarata_1[84]NB
NBTRI836-08,Goera calcarata_1[84]NB
NBCAD573-08,Goera calcarata_1[84]NB
NBCAD696-08,Goera calcarata_1[84]NB
NBCAD695-08,Goera calcarata_1[84]NB
NBCAD702-08,Goera calcarata_1[84]NB
NBCAD687-08,Goera calcarata_1[84]NB
NBCAD668-08,Goera calcarata_1[84]NB
NBCAD661-08,Goera calcarata_1[84]NB
NBCAD577-08,Goera calcarata_1[84]NB
NBCAD585-08,Goera calcarata_1[84]NB
NBCAD582-08,Goera calcarata_1[84]NB
NBCAD723-08,Goera calcarata_1[84]NB
NBCAD691-08,Goera calcarata_1[84]NB
NBCAD660-08,Goera calcarata_1[84]NB
NBCAD586-08,Goera calcarata_1[84]NB
NBCAD583-08,Goera calcarata_1[84]NB
NBCAD581-08,Goera calcarata_1[84]NB
NBCAD564-08,Goera calcarata_1[84]NB
NBCAD754-08,Goera calcarata_1[84]NB
NBCAD740-08,Goera calcarata_1[84]NB
NBCAD715-08,Goera calcarata_1[84]NB
NBCAD709-08,Goera calcarata_1[84]NB
NBCAD708-08,Goera calcarata_1[84]NB
NBCAD699-08,Goera calcarata_1[84]NB
NBCAD693-08,Goera calcarata_1[84]NB
NBCAD682-08,Goera calcarata_1[84]NB
NBCAD674-08,Goera calcarata_1[84]NB
NBCAD633-08,Goera calcarata_1[84]NB
NBCAD594-08,Goera calcarata_1[84]NB
NBCAD576-08,Goera calcarata_1[84]NB
NBCAD513-08,Goera calcarata_1[84]NB
NBCAD731-08,Goera calcarata_1[84]NB
NBCAD690-08,Goera calcarata_1[84]NB
NBCAD684-08,Goera calcarata_1[84]NB
NBCAD600-08,Goera calcarata_1[84]NB
NBCAD579-08,Goera calcarata_1[84]NB
NBCAD578-08,Goera calcarata_1[84]NB
NBCAD747-08,Goera calcarata_1[84]NB
NBCAD675-08,Goera calcarata_1[84]NB
NBCAD584-08,Goera calcarata_1[84]NB
NBCAD580-08,Goera calcarata_1[84]NB
NBCAD716-08,Goera calcarata_1[84]NB
NBCAD700-08,Goera calcarata_1[84]NB
NBCAD673-08,Goera calcarata_1[84]NB
NBCAD751-08,Goera calcarata_1[84]NB
NBCAD736-08,Goera calcarata_1[84]NB
NBCAD730-08,Goera calcarata_1[84]NB
NBCAD722-08,Goera calcarata_1[84]NB
NBCAD666-08,Goera calcarata_1[84]NB
NBCAD738-08,Goera calcarata_1[84]NB
NBCAD727-08,Goera calcarata_1[84]NB
NBCAD688-08,Goera calcarata_1[84]NB
NBCAD686-08,Goera calcarata_1[84]NB
NBCAD482-08,Goera calcarata_1[84]NB
NBCAD485-08,Goera calcarata_1[84]NB
NBCAD705-08,Goera calcarata_1[84]NB
NBCAD694-08,Goera calcarata_1[84]NB
NBCAD689-08,Goera calcarata_1[84]NB
NBCAD487-08,Goera calcarata_1[84]NB
NBCAD735-08,Goera calcarata_1[84]NB
NBCAD484-08,Goera calcarata_1[84]NB
NBCAD713-08,Goera calcarata_1[84]NB
NBCAD704-08,Goera calcarata_1[84]NB
NBCAD679-08,Goera calcarata_1[84]NB
NBCAD737-08,Goera calcarata_1[84]NB
NBCAD711-08,Goera calcarata_1[84]NB
NBCAD741-08,Goera calcarata_1[84]NB
NBCAD663-08,Goera calcarata_1[84]NB
NBCAD712-08,Goera calcarata_1[84]NB
NBCAD721-08,Goera calcarata_1[84]NB
NBCAD728-08,Goera calcarata_1[84]NB
NBCAD707-08,Goera calcarata_1[84]NB
NBCAD726-08,Goera calcarata_1[84]NB
NBCAD681-08,Goera calcarata_1[84]NB
